time,ltp,gammaFlip,imbalance,microprice,spread,flow,dS,IV,callSkew,putSkew,netGEX,callGEX,putGEX,I1,I2,I3
1777529900967,23838.4,23800,0,23902.400390625,4.80078125,0.0118793897279259,0.759858691736022,16.7479579964149,0.0937963555213857,-0.082002938985846,16758.27595,32443.5813,-15685.30535,0.0416099420856312,-0.0110760679316904,-0.00144516829834871
1777529917617,23838.05,23800,-0.333333333333333,23898.833984375,1.599609375,0.0119162816818342,0.809060224301023,16.7479579964149,0.0937963555213857,-0.082002938985846,16758.27595,32443.5813,-15685.30535,-0.153193662583828,-0.0119077766361261,-0.000451524664174606
1777529933545,23840.85,23800,0.8,23908.1,9,0.012840407171092,0.927285332612008,16.7417979944583,0.0893984682137851,-0.0858936399805723,15931.5793,31733.9516,-15802.3723,0.0976939957596909,0.00143546866001923,-0.00156368369387923
1777529949298,23838.9,23800,0.692307692307692,23904.2307692308,5,0.0107339670304663,0.700258066965287,16.7417979944583,0.0893984682137851,-0.0858936399805723,15931.5793,31733.9516,-15802.3723,0.179170707566498,-0.000498665505428754,-0.00122368175400103
1777529964906,23841.45,23800,0,23904.5,5,0.00979691003993491,0.779846804916396,16.7417979944583,0.0893984682137851,-0.0858936399805723,15931.5793,31733.9516,-15802.3723,0.202061259602222,0.00125299346402883,0.00131280601689244
1777529980675,23842.65,23800,0.6,23908.2,4,-0.000155882109185045,0.886524843143088,16.7417979944583,0.0893984682137851,-0.0858936399805723,15931.5793,31733.9516,-15802.3723,0.192874557240835,0.0119809420943583,-0.00021148706846103
1777529996604,23848.55,23800,-0.333333333333333,23906.3333333333,4,-0.000430542705928649,0.847161784948424,16.7316533589994,0.0904276143727193,-0.0798509696712837,16171.7166,31930.4245,-15758.7079,0.18511337539534,0.0146758092738598,0.00276015445788103
1777530013480,23844,23800,0.333333333333333,23907.6002604167,3.900390625,-0.00452142216646489,0.78653924164282,16.7316533589994,0.0904276143727193,-0.0798509696712837,16171.7166,31930.4245,-15758.7079,0.273277179096746,0.0169585101184405,0.000563554807398154
1777530029060,23847.45,23800,-0.428571428571429,23908.5714285714,2,0.00650314803931356,0.982113255779559,16.7316533589994,0.0904276143727193,-0.0798509696712837,16171.7166,31930.4245,-15758.7079,0.330430470558282,0.0190355879322801,-0.000465943613132927
1777530044817,23846.35,23800,0,23912.400390625,2.80078125,0.0136765236994655,0.556314135798375,16.7316533589994,0.0888496699061814,-0.0818880882223588,16540.7658,32132.5173,-15591.7515,0.220813435989662,0.0142745296933754,0.00316613313798656
1777530060596,23843,23800,-0.818181818181818,23906.3545809659,3.900390625,0.0504593649376596,0.703516050030687,16.7316533589994,0.0888496699061814,-0.0818880882223588,16540.7658,32132.5173,-15591.7515,0.156247629547542,0.0178453529248385,0.00163079633486446
1777530076397,23840.1,23800,0,23907.3994140625,3.599609375,0.054081265306343,0.697940340662809,16.7316533589994,0.0888496699061814,-0.0818880882223588,16540.7658,32132.5173,-15591.7515,0.177611957073286,0.0247751024786852,0.00103692159594502
1777530093325,23839.65,23800,-0.333333333333333,23902.3001302083,3.900390625,0.020949361512969,0.487344576116376,16.7316533589994,0.0888496699061814,-0.0818880882223588,16540.7658,32132.5173,-15591.7515,0.28877916666877,0.021817750341026,0.00141520663898459
1777530108880,23845.1,23800,0,23904,6,0.0114834582794425,0.504934555227051,16.7210152906444,0.0895511721512512,-0.0782326457087136,16568.5351,32170.76135,-15602.22625,0.221431457464695,0.0150736662999821,0.00117726566093399
1777530124517,23841.2,23800,-0.5,23906.25,5,0.014773919887409,0.791822875649446,16.7210152906444,0.0895511721512512,-0.0782326457087136,16568.5351,32170.76135,-15602.22625,0.0392793196927996,0.00905570688481468,0.00196998406813575
1777530140167,23840.15,23800,0.5,23903.75,5,0.0152982354353548,0.783020932927791,16.7210152906444,0.0895511721512512,-0.0782326457087136,16568.5351,32170.76135,-15602.22625,0.00649248831902184,0.0162733624505207,0.00104190038398041
1777530156053,23836.05,23800,-0.75,23891.4875488281,3.900390625,0.014866947575844,0.503252027836779,16.7210152906444,0.0895511721512512,-0.0782326457087136,16568.5351,32170.76135,-15602.22625,-0.0297160262080546,0.0059819674391543,0.00169943100468647
1777530629539,23843,23850,-0.833333333333333,23900.8333333333,10,0.0202830910167385,0.872347285656865,16.6905565201936,0.0835474203570717,-0.0775524856125945,15261.4007,31110.52295,-15849.12225,0.06154329272849,0.0125833004849324,0.00828261576682981
1777530645167,23844.8,23850,-0.6,23902,10,0.0167608886987553,0.602898760639717,16.6905565201936,0.0835474203570717,-0.0775524856125945,15261.4007,31110.52295,-15849.12225,-0.0815418318346469,0.00717424709954036,0.00509328580602217
1777530660969,23837.95,23850,0.777777777777778,23904.4444444444,5,0.00536728981130204,0.609044759852951,16.6905565201936,0.0835474203570717,-0.0775524856125945,15261.4007,31110.52295,-15849.12225,0.0678274558012249,0.0265071516206165,0.00320243795365175
1777530676850,23836.5,23850,0,23902.900390625,3.80078125,-0.0125056162882957,0.602512214342655,16.6864031991644,0.0835209645558187,-0.0819619040174979,15261.4007,31110.52295,-15849.12225,0.0925630001593619,0.00265311862613423,0.00288071539433647
1777530692444,23838.5,23850,0.666666666666667,23905.4166666667,6.5,-0.0282284644440423,0.633470526593389,16.6864031991644,0.0835209645558187,-0.0819619040174979,15261.4007,31110.52295,-15849.12225,0.0589064414546548,-0.00292806574981068,0.00496156011713317
